id,alone_or_together,posture,gender,added_in_version,modified_from_original?,source_license,urldate,source
together_dynamic_mixed24,together,dynamic,mixed,1.0.0,no,Pixabay License,2021-02-13,https://pixabay.com/de/vectors/silhouette-wandern-hund-frauen-3258352/
together_dynamic_mixed25,together,dynamic,mixed,1.0.0,yes,Pixabay License,2021-02-13,https://pixabay.com/de/photos/landleben-mann-kind-esel-kuh-4697111/
together_dynamic_mixed26,together,dynamic,mixed,1.0.0,yes,Pixabay License,2021-02-13,https://pixabay.com/de/photos/myanmar-menschen-birma-asien-4670028/
together_dynamic_mixed27,together,dynamic,mixed,1.0.0,yes,Pixabay License,2021-02-13,https://pixabay.com/de/photos/protest-blm-schwarze-leben-materie-1567028/
together_dynamic_mixed28,together,dynamic,mixed,1.0.0,yes,Pixabay License,2021-02-13,https://pixabay.com/de/photos/auto-baum-stra%C3%9Fe-verkehrssystem-3107065/
together_dynamic_mixed29,together,dynamic,mixed,1.0.0,yes,CC0,2021-02-16,https://www.hippopx.com/en/man-woman-boy-girl-cycling-fun-happy-10957
together_mixed_mixed1,together,mixed,mixed,1.0.0,no,Pixabay License,2021-02-12,https://pixabay.com/de/vectors/junge-paar-weiblich-m%C3%A4dchen-liebe-1300248/
together_static_child1,together,static,child,1.0.0,no,Pixabay License,2021-02-13,https://pixabay.com/de/vectors/zuneigung-junge-freund-weiblich-2026201/
together_static_child2,together,static,child,1.0.0,yes,Pixabay License,2021-02-13,https://pixabay.com/de/photos/menschen-kinder-m%C3%A4dchen-reden-763156/
together_static_child3,together,static,child,1.0.0,yes,Pixabay License,2021-02-13,https://pixabay.com/de/photos/kinder-spielen-gl%C3%BCcklich-kindheit-5087224/
together_static_female1,together,static,female,1.0.0,yes,Pixabay License,2021-02-13,https://pixabay.com/de/photos/frauen-asiatische-posieren-modelle-422240/
together_static_female2,together,static,female,1.0.0,yes,Pixabay License,2021-02-13,https://pixabay.com/de/photos/alte-frau-%C3%A4ltere-menschen-menschen-5586079/
together_static_male1,together,static,male,1.0.0,no,Pixabay License,2021-02-13,https://pixabay.com/de/vectors/silhouette-sch%C3%BCtteln-h%C3%A4nde-gesch%C3%A4ft-3186564/
together_static_male2,together,static,male,1.0.0,no,Pixabay License,2021-02-13,https://pixabay.com/de/vectors/b%C3%BCro-gesch%C3%A4ft-arbeit-treffen-3493282/
together_static_male3,together,static,male,1.0.0,no,Pixabay License,2021-02-13,https://pixabay.com/de/vectors/silhouette-stehen-gesch%C3%A4ft-laptop-3121625/
together_static_male4,together,static,male,1.0.0,no,Pixabay License,2021-02-13,https://pixabay.com/de/vectors/orchester-musik-musiker-instrument-33887/
together_static_male5,together,static,male,1.0.0,no,Pixabay License,2021-02-13,https://pixabay.com/de/vectors/silhouette-team-building-3303821/
together_static_male6,together,static,male,1.0.0,yes,Pixabay License,2021-02-13,https://pixabay.com/de/photos/alte-m%C3%A4nner-3391298/
together_static_male7,together,static,male,1.0.0,yes,Pixabay License,2021-02-13,https://pixabay.com/de/photos/stra%C3%9Fenorchester-musiker-musik-953732/
together_static_mixed1,together,static,mixed,1.0.0,no,Pixabay License,2021-02-13,https://pixabay.com/de/vectors/junge-kinder-vater-tochter-familie-2027487/
together_static_mixed2,together,static,mixed,1.0.0,no,Pixabay License,2021-04-04,https://pixabay.com/illustrations/man-girl-woman-work-paper-2399982/
together_static_mixed3,together,static,mixed,1.0.0,no,Pixabay License,2021-02-13,https://pixabay.com/de/illustrations/paar-silhouette-liebe-romantik-3182616/
together_static_mixed5,together,static,mixed,1.0.0,no,Pixabay License,2021-02-13,https://pixabay.com/de/vectors/freund-paar-weiblich-freundin-2027491/
together_static_mixed6,together,static,mixed,1.0.0,no,Pixabay License,2021-02-13,https://pixabay.com/de/vectors/paar-liebe-silhouette-hochzeit-ehe-4899586/
together_static_mixed7,together,static,mixed,1.0.0,no,Pixabay License,2021-02-13,https://pixabay.com/de/vectors/paar---beziehung-m%C3%A4nner-frauen-2795515/
together_static_mixed9,together,static,mixed,1.0.0,yes,Pixabay License,2021-02-13,https://pixabay.com/de/photos/familie-pier-mann-frau-kinder-591579/
together_static_mixed10,together,static,mixed,1.0.0,no,Pixabay License,2021-02-13,https://pixabay.com/de/vectors/vater-eltern-mann-m%C3%A4nnlich-junge-1801512/
together_static_mixed11,together,static,mixed,1.0.0,yes,Pixabay License,2021-02-13,https://pixabay.com/de/photos/menschen-alte-%C3%A4ltere-menschen-mann-2582878/
together_static_mixed12,together,static,mixed,1.0.0,no,Pixabay License,2021-02-13,https://pixabay.com/de/vectors/disziplin-w%C3%BCtend-frau-mutter-4145087/
together_static_mixed13,together,static,mixed,1.0.0,no,Pixabay License,2021-02-13,https://pixabay.com/de/vectors/silhouette-paar-kaffee-sitzen-3696049/
together_static_mixed14,together,static,mixed,1.0.0,no,Pixabay License,2021-02-13,https://pixabay.com/de/vectors/silhouette-kaufmann-gesch%C3%A4ftsfrau-3745008/
together_static_mixed16,together,static,mixed,1.0.0,no,Pixabay License,2021-02-13,https://pixabay.com/de/vectors/%EE%A4%92-silhouette-universit%C3%A4t-studenten-3105485/
tech1,,,,1.0.0,yes,Pixabay License,2021-02-13,https://pixabay.com/ko/photos/%EB%A1%9C%EB%B4%87-%EC%9D%BC%EB%B3%B8-%EC%9D%BC%EB%B3%B8%EC%96%B4-%EC%82%AC%EC%9D%B4%EB%B2%84-1663685/
